timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-07-18 00:00:00,0.0,22.6,0.09,0.0
2026-07-18 01:00:00,0.0,21.6,0.02,0.0
2026-07-18 02:00:00,0.0,20.6,0.01,0.0
2026-07-18 03:00:00,0.0,20.0,0.0,0.0
2026-07-18 04:00:00,0.0,19.2,0.0,0.0
2026-07-18 05:00:00,0.0,18.5,0.0,0.66
2026-07-18 06:00:00,4.0,18.1,0.0,33.9
2026-07-18 07:00:00,103.0,19.2,0.0,146.49
2026-07-18 08:00:00,284.0,20.7,0.0,199.86
2026-07-18 09:00:00,479.0,22.3,0.01,199.92
2026-07-18 10:00:00,660.0,24.3,0.0,199.92
2026-07-18 11:00:00,809.0,26.2,0.21,199.92
2026-07-18 12:00:00,847.0,27.6,0.37,199.93
2026-07-18 13:00:00,888.0,29.1,0.7,199.92
2026-07-18 14:00:00,848.0,30.1,0.99,199.93
2026-07-18 15:00:00,758.0,29.0,0.42,199.93
2026-07-18 16:00:00,683.0,28.8,0.13,199.92
2026-07-18 17:00:00,534.0,28.8,0.12,191.82
2026-07-18 18:00:00,362.0,28.6,0.22,105.78
2026-07-18 19:00:00,172.0,28.3,0.49,15.22
2026-07-18 20:00:00,58.0,28.0,0.49,0.0
2026-07-18 21:00:00,1.0,27.2,0.22,0.0
2026-07-18 22:00:00,0.0,25.9,0.11,0.0
2026-07-18 23:00:00,0.0,24.7,0.03,0.0
