timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-07-02 00:00:00,0.0,24.6,0.0,0.0
2026-07-02 01:00:00,0.0,23.6,0.0,0.0
2026-07-02 02:00:00,0.0,22.1,0.0,0.0
2026-07-02 03:00:00,0.0,20.8,0.0,0.0
2026-07-02 04:00:00,0.0,19.5,0.0,0.0
2026-07-02 05:00:00,0.0,18.6,0.0,1.91
2026-07-02 06:00:00,11.0,18.1,0.0,49.05
2026-07-02 07:00:00,129.0,20.5,0.0,161.85
2026-07-02 08:00:00,314.0,23.0,0.0,199.87
2026-07-02 09:00:00,507.0,24.7,0.0,199.9
2026-07-02 10:00:00,683.0,27.5,0.0,199.9
2026-07-02 11:00:00,829.0,29.3,0.0,199.79
2026-07-02 12:00:00,931.0,30.8,0.12,199.9
2026-07-02 13:00:00,933.0,31.7,0.23,199.9
2026-07-02 14:00:00,874.0,32.1,0.22,199.9
2026-07-02 15:00:00,828.0,33.1,0.24,199.9
2026-07-02 16:00:00,690.0,32.9,0.24,199.9
2026-07-02 17:00:00,537.0,32.2,0.14,190.83
2026-07-02 18:00:00,410.0,31.6,0.11,113.91
2026-07-02 19:00:00,239.0,30.6,0.21,18.52
2026-07-02 20:00:00,78.0,29.8,0.11,0.0
2026-07-02 21:00:00,3.0,28.7,0.1,0.0
2026-07-02 22:00:00,0.0,27.2,0.02,0.0
2026-07-02 23:00:00,0.0,25.8,0.01,0.0
