timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-07-10 00:00:00,0.0,20.7,0.13,0.0
2026-07-10 01:00:00,0.0,19.6,0.56,0.0
2026-07-10 02:00:00,0.0,19.0,0.43,0.0
2026-07-10 03:00:00,0.0,19.7,0.43,0.0
2026-07-10 04:00:00,0.0,19.3,0.85,0.0
2026-07-10 05:00:00,0.0,19.0,0.65,1.18
2026-07-10 06:00:00,5.0,18.4,0.32,35.73
2026-07-10 07:00:00,99.0,18.6,0.23,139.09
2026-07-10 08:00:00,251.0,19.7,0.0,194.47
2026-07-10 09:00:00,463.0,21.4,0.01,199.97
2026-07-10 10:00:00,654.0,23.1,0.05,199.97
2026-07-10 11:00:00,806.0,24.7,0.03,199.97
2026-07-10 12:00:00,909.0,26.2,0.08,199.98
2026-07-10 13:00:00,957.0,27.3,0.12,199.98
2026-07-10 14:00:00,916.0,27.8,0.16,199.98
2026-07-10 15:00:00,814.0,28.2,0.19,199.9
2026-07-10 16:00:00,713.0,28.3,0.17,199.9
2026-07-10 17:00:00,582.0,28.0,0.05,184.63
2026-07-10 18:00:00,438.0,27.6,0.05,102.67
2026-07-10 19:00:00,256.0,27.2,0.01,14.37
2026-07-10 20:00:00,85.0,24.3,0.0,0.0
2026-07-10 21:00:00,2.0,23.8,0.0,0.0
2026-07-10 22:00:00,0.0,22.5,0.0,0.0
2026-07-10 23:00:00,0.0,21.4,0.0,0.0
