timestamp,ghi_forecast,dni_forecast,dhi_forecast,temp_c,cloud_cover,production_mwh
2026-08-12 00:00:00,0.0,0.0,0.0,23.4,0.0,0.0
2026-08-12 01:00:00,0.0,0.0,0.0,22.4,0.0,0.0
2026-08-12 02:00:00,0.0,0.0,0.0,21.4,0.0,0.0
2026-08-12 03:00:00,0.0,0.0,0.0,20.4,0.0,0.0
2026-08-12 04:00:00,0.0,0.0,0.0,19.4,0.0,0.0
2026-08-12 05:00:00,0.0,0.0,0.0,18.6,0.0,0.0
2026-08-12 06:00:00,0.0,0.0,0.0,17.8,0.0,13.83
2026-08-12 07:00:00,56.0,280.1,24.0,18.6,0.0,102.86
2026-08-12 08:00:00,237.0,600.0,64.0,20.4,0.0,192.34
2026-08-12 09:00:00,445.0,751.1,86.0,22.2,0.0,199.9
2026-08-12 10:00:00,638.0,833.1,100.0,24.5,0.0,199.9
2026-08-12 11:00:00,798.0,884.1,108.0,26.7,0.0,199.9
2026-08-12 12:00:00,910.0,913.4,113.0,28.6,0.0,199.9
2026-08-12 13:00:00,965.0,926.8,116.0,30.0,0.0,199.9
2026-08-12 14:00:00,957.0,928.6,114.0,31.0,0.0,199.9
2026-08-12 15:00:00,887.0,916.9,109.0,31.2,0.0,199.9
2026-08-12 16:00:00,760.0,884.1,104.0,31.3,0.0,199.9
2026-08-12 17:00:00,587.0,829.4,93.0,31.1,0.0,179.71
2026-08-12 18:00:00,384.0,729.7,78.0,30.7,0.0,71.56
2026-08-12 19:00:00,176.0,541.9,54.0,29.6,0.0,4.22
2026-08-12 20:00:00,22.0,133.8,11.0,26.8,0.0,0.0
2026-08-12 21:00:00,0.0,0.0,0.0,25.8,0.0,0.0
2026-08-12 22:00:00,0.0,0.0,0.0,25.2,0.0,0.0
2026-08-12 23:00:00,0.0,0.0,0.0,24.5,0.0,0.0
