timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-07-09 00:00:00,0.0,21.6,0.0,0.0
2026-07-09 01:00:00,0.0,20.7,0.0,0.0
2026-07-09 02:00:00,0.0,19.6,0.0,0.0
2026-07-09 03:00:00,0.0,18.6,0.02,0.0
2026-07-09 04:00:00,0.0,17.7,0.0,0.0
2026-07-09 05:00:00,0.0,17.0,0.0,1.35
2026-07-09 06:00:00,8.0,16.5,0.0,39.05
2026-07-09 07:00:00,120.0,17.7,0.0,146.84
2026-07-09 08:00:00,305.0,19.7,0.0,197.25
2026-07-09 09:00:00,500.0,21.6,0.0,199.97
2026-07-09 10:00:00,682.0,24.2,0.0,199.98
2026-07-09 11:00:00,830.0,26.3,0.0,199.97
2026-07-09 12:00:00,936.0,27.8,0.27,199.98
2026-07-09 13:00:00,907.0,28.9,0.15,199.97
2026-07-09 14:00:00,879.0,29.9,0.18,199.98
2026-07-09 15:00:00,825.0,30.8,0.05,199.9
2026-07-09 16:00:00,744.0,31.0,0.3,199.58
2026-07-09 17:00:00,555.0,30.5,0.34,153.74
2026-07-09 18:00:00,327.0,30.1,0.46,56.47
2026-07-09 19:00:00,167.0,29.2,0.29,5.4
2026-07-09 20:00:00,54.0,28.6,0.48,0.0
2026-07-09 21:00:00,2.0,26.6,0.18,0.0
2026-07-09 22:00:00,0.0,24.2,0.28,0.0
2026-07-09 23:00:00,0.0,22.1,0.17,0.0
