timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-07-06 00:00:00,0.0,18.9,0.08,0.0
2026-07-06 01:00:00,0.0,18.2,0.08,0.0
2026-07-06 02:00:00,0.0,17.8,0.11,0.0
2026-07-06 03:00:00,0.0,18.0,0.09,0.0
2026-07-06 04:00:00,0.0,17.2,0.09,0.0
2026-07-06 05:00:00,0.0,16.8,0.49,0.0
2026-07-06 06:00:00,8.0,16.6,0.18,21.53
2026-07-06 07:00:00,105.0,17.4,0.15,105.6
2026-07-06 08:00:00,282.0,18.8,0.13,197.37
2026-07-06 09:00:00,457.0,20.3,0.29,199.9
2026-07-06 10:00:00,607.0,21.8,0.41,199.9
2026-07-06 11:00:00,714.0,23.2,0.42,197.29
2026-07-06 12:00:00,741.0,24.0,0.42,110.87
2026-07-06 13:00:00,798.0,24.7,0.49,177.5
2026-07-06 14:00:00,810.0,25.5,0.36,182.15
2026-07-06 15:00:00,774.0,26.1,0.16,199.47
2026-07-06 16:00:00,733.0,26.2,0.13,199.9
2026-07-06 17:00:00,584.0,26.0,0.03,191.07
2026-07-06 18:00:00,430.0,25.8,0.13,95.14
2026-07-06 19:00:00,233.0,25.2,0.11,5.05
2026-07-06 20:00:00,80.0,24.2,0.33,0.0
2026-07-06 21:00:00,2.0,22.9,0.29,0.0
2026-07-06 22:00:00,0.0,21.9,0.3,0.0
2026-07-06 23:00:00,0.0,20.0,0.02,0.0
