timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-07-04 00:00:00,0.0,22.1,0.01,0.0
2026-07-04 01:00:00,0.0,21.1,0.01,0.0
2026-07-04 02:00:00,0.0,20.2,0.01,0.0
2026-07-04 03:00:00,0.0,19.8,0.0,0.0
2026-07-04 04:00:00,0.0,18.8,0.0,0.0
2026-07-04 05:00:00,0.0,18.0,0.0,0.0
2026-07-04 06:00:00,10.0,17.8,0.0,25.6
2026-07-04 07:00:00,124.0,19.0,0.0,120.77
2026-07-04 08:00:00,306.0,20.8,0.0,139.96
2026-07-04 09:00:00,499.0,22.4,0.0,195.6
2026-07-04 10:00:00,677.0,24.1,0.0,199.25
2026-07-04 11:00:00,824.0,25.7,0.0,199.44
2026-07-04 12:00:00,926.0,27.1,0.02,199.9
2026-07-04 13:00:00,959.0,28.6,0.43,199.9
2026-07-04 14:00:00,779.0,28.3,0.23,199.9
2026-07-04 15:00:00,715.0,28.8,0.22,199.9
2026-07-04 16:00:00,703.0,28.5,0.31,199.66
2026-07-04 17:00:00,564.0,27.8,0.25,152.95
2026-07-04 18:00:00,408.0,27.5,0.19,79.19
2026-07-04 19:00:00,234.0,26.7,0.46,16.77
2026-07-04 20:00:00,74.0,24.7,0.62,0.0
2026-07-04 21:00:00,2.0,23.9,0.12,0.0
2026-07-04 22:00:00,0.0,22.7,0.05,0.0
2026-07-04 23:00:00,0.0,21.7,0.03,0.0
