timestamp,ghi_forecast,dni_forecast,dhi_forecast,temp_c,cloud_cover,production_mwh
2026-09-07 00:00:00,0.0,0.0,0.0,20.5,0.0,0.0
2026-09-07 01:00:00,0.0,0.0,0.0,18.9,0.0,0.0
2026-09-07 02:00:00,0.0,0.0,0.0,18.3,0.0,0.0
2026-09-07 03:00:00,0.0,0.0,0.0,17.8,0.0,0.0
2026-09-07 04:00:00,0.0,0.0,0.0,17.2,0.0,0.0
2026-09-07 05:00:00,0.0,0.0,0.0,16.6,0.0,0.0
2026-09-07 06:00:00,0.0,0.0,0.0,16.1,0.0,3.54
2026-09-07 07:00:00,19.0,111.2,10.0,16.1,0.0,68.5
2026-09-07 08:00:00,173.0,531.4,55.0,17.9,0.0,176.34
2026-09-07 09:00:00,380.0,720.0,81.0,19.6,0.0,199.88
2026-09-07 10:00:00,574.0,814.2,98.0,21.2,0.0,199.9
2026-09-07 11:00:00,733.0,868.5,109.0,22.7,0.0,199.9
2026-09-07 12:00:00,842.0,900.1,115.0,23.9,0.0,199.91
2026-09-07 13:00:00,894.0,919.3,116.0,24.8,0.0,199.91
2026-09-07 14:00:00,879.0,920.0,114.0,25.4,0.0,199.9
2026-09-07 15:00:00,798.0,901.4,109.0,25.6,0.0,199.9
2026-09-07 16:00:00,659.0,857.7,102.0,25.3,0.0,196.94
2026-09-07 17:00:00,476.0,784.6,88.0,24.8,0.0,125.31
2026-09-07 18:00:00,269.0,647.9,68.0,23.7,0.0,20.61
2026-09-07 19:00:00,74.0,348.1,30.0,22.0,0.0,0.0
2026-09-07 20:00:00,0.0,0.0,0.0,20.8,0.0,0.0
2026-09-07 21:00:00,0.0,0.0,0.0,19.8,0.0,0.0
2026-09-07 22:00:00,0.0,0.0,0.0,18.7,0.0,0.0
2026-09-07 23:00:00,0.0,0.0,0.0,17.8,0.0,0.0
