timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-07-19 00:00:00,0.0,23.2,0.02,0.0
2026-07-19 01:00:00,0.0,22.6,0.0,0.0
2026-07-19 02:00:00,0.0,21.4,0.0,0.0
2026-07-19 03:00:00,0.0,20.8,0.0,0.0
2026-07-19 04:00:00,0.0,19.8,0.0,0.0
2026-07-19 05:00:00,0.0,18.9,0.0,0.68
2026-07-19 06:00:00,4.0,18.3,0.0,32.13
2026-07-19 07:00:00,102.0,19.7,0.0,141.47
2026-07-19 08:00:00,283.0,21.6,0.0,198.2
2026-07-19 09:00:00,479.0,23.0,0.0,199.92
2026-07-19 10:00:00,660.0,25.6,0.0,199.92
2026-07-19 11:00:00,811.0,27.4,0.0,199.92
2026-07-19 12:00:00,916.0,28.9,0.0,199.92
2026-07-19 13:00:00,970.0,30.1,0.0,199.92
2026-07-19 14:00:00,969.0,31.0,0.0,199.92
2026-07-19 15:00:00,904.0,31.6,0.0,199.92
2026-07-19 16:00:00,789.0,32.0,0.0,199.92
2026-07-19 17:00:00,627.0,31.9,0.0,186.07
2026-07-19 18:00:00,447.0,31.6,0.0,101.15
2026-07-19 19:00:00,254.0,31.0,0.0,14.83
2026-07-19 20:00:00,78.0,29.7,0.0,0.0
2026-07-19 21:00:00,1.0,28.7,0.02,0.0
2026-07-19 22:00:00,0.0,27.4,0.02,0.0
2026-07-19 23:00:00,0.0,26.5,0.02,0.0
